Order_Line;Order_ID;Order_Date;Ship_Date;Ship_Mode;Customer_ID;Product_ID;Sales;Quantity;Discount;Profit;s_prod_id;s_cust_id
1 016,00;CA-2014-139892;24/02/2017 00:00;28/02/2017 00:00;Standard Class;BM-11140;OFF-AR-10004441;9,94;3,00;20,00;2,73;619,00;91,00
1 018,00;CA-2014-139892;24/02/2017 00:00;28/02/2017 00:00;Standard Class;BM-11140;OFF-ST-10000991;275,93;3,00;20,00;-58,63;1 326,00;91,00
1 020,00;CA-2014-139892;24/02/2017 00:00;28/02/2017 00:00;Standard Class;BM-11140;OFF-AR-10002656;32,06;6,00;20,00;6,81;557,00;91,00
1 022,00;CA-2014-139892;24/02/2017 00:00;28/02/2017 00:00;Standard Class;BM-11140;TEC-PH-10003931;143,98;3,00;20,00;9,00;1 824,00;91,00
1 024,00;US-2014-115987;24/02/2017 00:00;01/03/2017 00:00;Second Class;LH-17020;OFF-BI-10001071;51,18;4,00;80,00;-79,34;676,00;463,00
1 026,00;CA-2014-163293;24/02/2017 00:00;27/02/2017 00:00;First Class;KC-16255;TEC-AC-10000023;83,88;4,00;,00;30,20;1 459,00;420,00
1 028,00;CA-2014-168592;24/02/2017 00:00;02/03/2017 00:00;Standard Class;DP-13390;OFF-ST-10002406;14,97;1,00;,00;4,19;1 370,00;235,00
1 030,00;CA-2014-128839;24/02/2017 00:00;01/03/2017 00:00;Standard Class;TT-21070;OFF-FA-10002280;45,00;9,00;,00;21,60;922,00;770,00
1 032,00;CA-2014-123127;24/02/2017 00:00;28/02/2017 00:00;Standard Class;SP-20620;OFF-AP-10001962;16,78;2,00;,00;4,20;415,00;708,00
1 034,00;CA-2014-107818;24/02/2017 00:00;02/03/2017 00:00;Standard Class;MC-17275;FUR-CH-10000454;975,92;5,00;20,00;121,99;56,00;487,00
1 036,00;CA-2014-107818;24/02/2017 00:00;02/03/2017 00:00;Standard Class;MC-17275;OFF-ST-10000736;485,88;6,00;,00;19,44;1 316,00;487,00
1 038,00;CA-2014-146283;24/02/2017 00:00;03/03/2017 00:00;Standard Class;KT-16465;FUR-CH-10004287;966,70;5,00;30,00;-13,81;122,00;444,00
1 040,00;CA-2014-146815;24/02/2017 00:00;01/03/2017 00:00;Standard Class;PP-18955;FUR-CH-10004289;172,76;2,00;10,00;13,44;123,00;607,00
1 042,00;CA-2014-140032;24/02/2017 00:00;01/03/2017 00:00;Standard Class;TS-21340;OFF-BI-10000822;8,61;2,00;20,00;3,01;667,00;764,00
1 044,00;CA-2014-126403;25/02/2017 00:00;28/02/2017 00:00;Second Class;RR-19525;OFF-PA-10001144;166,44;3,00;,00;79,89;1 086,00;657,00
1 046,00;CA-2014-126403;25/02/2017 00:00;28/02/2017 00:00;Second Class;RR-19525;OFF-PA-10004665;26,20;2,00;,00;12,84;1 276,00;657,00
1 048,00;CA-2014-102869;25/02/2017 00:00;02/03/2017 00:00;Second Class;LC-17140;OFF-PA-10000788;15,55;3,00;20,00;5,44;1 073,00;456,00
1 050,00;CA-2014-102869;25/02/2017 00:00;02/03/2017 00:00;Second Class;LC-17140;FUR-FU-10002456;17,47;3,00;20,00;5,02;225,00;456,00
1 052,00;US-2014-115196;25/02/2017 00:00;01/03/2017 00:00;Standard Class;DL-12925;TEC-MA-10002073;1 299,99;2,00;50,00;-572,00;1 639,00;219,00
1 054,00;US-2014-131870;25/02/2017 00:00;27/02/2017 00:00;First Class;NF-18595;OFF-AR-10000634;30,82;9,00;20,00;2,70;491,00;563,00
1 056,00;US-2014-138835;26/02/2017 00:00;02/03/2017 00:00;Standard Class;DA-13450;OFF-BI-10003314;9,64;2,00;,00;4,72;770,00;188,00
1 058,00;CA-2014-125731;26/02/2017 00:00;04/03/2017 00:00;Standard Class;CL-12565;FUR-CH-10003973;1 487,04;5,00;20,00;148,70;117,00;153,00
1 060,00;CA-2014-113383;26/02/2017 00:00;01/03/2017 00:00;First Class;SF-20065;FUR-FU-10001986;254,90;5,00;,00;76,47;208,00;685,00
1 062,00;CA-2014-101476;28/02/2017 00:00;01/03/2017 00:00;First Class;SD-20485;TEC-MA-10000029;69,99;1,00;,00;30,10;1 617,00;683,00
1 064,00;CA-2014-138527;28/02/2017 00:00;05/03/2017 00:00;Standard Class;BN-11470;OFF-AP-10001469;166,84;5,00;20,00;18,77;408,00;95,00
1 066,00;US-2014-150924;28/02/2017 00:00;04/03/2017 00:00;Second Class;PT-19090;OFF-BI-10004040;5,18;5,00;80,00;-8,03;804,00;612,00
1 068,00;US-2014-119081;28/02/2017 00:00;07/03/2017 00:00;Standard Class;TA-21385;OFF-SU-10000157;357,93;3,00;,00;7,16;1 422,00;731,00
1 070,00;US-2014-119081;28/02/2017 00:00;07/03/2017 00:00;Standard Class;TA-21385;OFF-BI-10004519;331,96;2,00;,00;149,38;827,00;731,00
1 072,00;CA-2014-116246;28/02/2017 00:00;05/03/2017 00:00;Second Class;LW-17215;FUR-CH-10002024;3 785,29;6,00;10,00;420,59;81,00;482,00
1 074,00;CA-2014-132962;01/03/2017 00:00;04/03/2017 00:00;First Class;JM-15535;OFF-PA-10003543;15,55;3,00;20,00;5,44;1 221,00;392,00
1 076,00;CA-2014-145212;01/03/2017 00:00;07/03/2017 00:00;Standard Class;DC-12850;OFF-AR-10002833;5,46;3,00;,00;1,47;563,00;200,00
1 078,00;CA-2014-113859;01/03/2017 00:00;05/03/2017 00:00;Standard Class;BC-11125;FUR-CH-10004698;340,12;6,00;30,00;-9,72;129,00;67,00
1 080,00;CA-2014-142769;01/03/2017 00:00;01/03/2017 00:00;Same Day;RP-19390;OFF-FA-10000840;5,70;5,00;,00;2,68;912,00;654,00
1 082,00;CA-2014-142769;01/03/2017 00:00;01/03/2017 00:00;Same Day;RP-19390;OFF-SU-10001574;7,30;2,00;,00;2,19;1 433,00;654,00
1 084,00;CA-2014-142769;01/03/2017 00:00;01/03/2017 00:00;Same Day;RP-19390;TEC-AC-10003399;144,96;4,00;,00;60,88;1 559,00;654,00
1 086,00;CA-2014-142769;01/03/2017 00:00;01/03/2017 00:00;Same Day;RP-19390;OFF-PA-10002923;48,94;1,00;,00;24,47;1 192,00;654,00
1 088,00;US-2014-100853;02/03/2017 00:00;07/03/2017 00:00;Standard Class;JB-15400;OFF-AP-10000891;52,45;2,00;80,00;-131,12;394,00;341,00
1 090,00;CA-2014-113362;02/03/2017 00:00;07/03/2017 00:00;Standard Class;AJ-10960;OFF-ST-10001809;449,15;5,00;,00;8,98;1 355,00;40,00
1 092,00;CA-2014-145576;02/03/2017 00:00;06/03/2017 00:00;Second Class;CA-12775;OFF-AP-10003914;13,00;5,00;20,00;1,30;457,00;125,00
1 094,00;CA-2014-159184;02/03/2017 00:00;07/03/2017 00:00;Standard Class;JC-15775;FUR-FU-10002878;142,40;5,00;,00;52,69;239,00;347,00
1 096,00;CA-2014-160766;02/03/2017 00:00;02/03/2017 00:00;Same Day;DM-13015;FUR-TA-10001039;464,29;9,00;40,00;-108,33;324,00;225,00
1 098,00;CA-2014-160766;02/03/2017 00:00;02/03/2017 00:00;Same Day;DM-13015;TEC-MA-10003979;2 799,96;4,00;,00;1 371,98;1 667,00;225,00
1 100,00;CA-2014-160766;02/03/2017 00:00;02/03/2017 00:00;Same Day;DM-13015;TEC-PH-10001536;16,99;1,00;,00;4,42;1 730,00;225,00
1 102,00;CA-2014-160766;02/03/2017 00:00;02/03/2017 00:00;Same Day;DM-13015;OFF-PA-10000213;44,82;9,00;,00;21,07;1 030,00;225,00
1 104,00;US-2014-127635;02/03/2017 00:00;06/03/2017 00:00;Second Class;SC-20260;OFF-PA-10004610;6,85;2,00;20,00;2,14;1 274,00;672,00
1 106,00;US-2014-127635;02/03/2017 00:00;06/03/2017 00:00;Second Class;SC-20260;OFF-BI-10001721;8,55;2,00;80,00;-13,68;709,00;672,00
1 108,00;CA-2014-138100;03/03/2017 00:00;08/03/2017 00:00;Standard Class;AA-10315;OFF-PA-10000349;14,94;3,00;,00;7,02;1 043,00;1,00
1 110,00;CA-2014-141152;04/03/2017 00:00;07/03/2017 00:00;First Class;RF-19345;OFF-BI-10002931;33,55;1,00;20,00;12,58;757,00;640,00
1 112,00;US-2014-117170;05/03/2017 00:00;12/03/2017 00:00;Standard Class;KT-16465;TEC-AC-10001109;47,98;2,00;20,00;13,20;1 488,00;444,00
1 114,00;CA-2014-103940;05/03/2017 00:00;09/03/2017 00:00;Standard Class;BN-11515;OFF-ST-10004963;30,28;2,00;,00;1,21;1 420,00;96,00
1 116,00;CA-2014-103940;05/03/2017 00:00;09/03/2017 00:00;Standard Class;BN-11515;FUR-FU-10004671;35,34;2,00;,00;13,43;307,00;96,00
1 118,00;CA-2014-112851;05/03/2017 00:00;09/03/2017 00:00;Standard Class;NR-18550;OFF-EN-10001453;182,94;3,00;,00;85,98;860,00;575,00
1 120,00;CA-2014-131947;05/03/2017 00:00;10/03/2017 00:00;Standard Class;JA-15970;OFF-AR-10000411;38,26;3,00;20,00;4,78;484,00;340,00
1 122,00;CA-2014-131947;05/03/2017 00:00;10/03/2017 00:00;Standard Class;JA-15970;TEC-MA-10004086;29,93;5,00;70,00;-21,95;1 669,00;340,00
1 124,00;CA-2014-131947;05/03/2017 00:00;10/03/2017 00:00;Standard Class;JA-15970;TEC-AC-10004633;55,92;10,00;20,00;16,78;1 589,00;340,00
1 126,00;US-2014-106992;07/03/2017 00:00;09/03/2017 00:00;Second Class;SB-20290;TEC-MA-10003353;2 519,96;7,00;40,00;-252,00;1 660,00;667,00
1 128,00;CA-2014-127299;07/03/2017 00:00;12/03/2017 00:00;Standard Class;JL-15835;OFF-ST-10003722;67,34;6,00;20,00;7,58;1 402,00;388,00
1 130,00;CA-2014-168130;07/03/2017 00:00;07/03/2017 00:00;Same Day;BS-11365;FUR-CH-10000988;887,10;7,00;10,00;177,42;65,00;105,00
1 132,00;CA-2014-159849;07/03/2017 00:00;07/03/2017 00:00;Same Day;JK-15640;OFF-FA-10000053;5,67;3,00;,00;,11;901,00;380,00
1 134,00;US-2014-134614;08/03/2017 00:00;13/03/2017 00:00;Standard Class;PF-19165;FUR-TA-10004534;617,70;6,00;50,00;-407,68;370,00;590,00
1 136,00;CA-2014-156433;08/03/2017 00:00;14/03/2017 00:00;Standard Class;ES-14020;OFF-PA-10003724;21,72;4,00;,00;10,64;1 229,00;278,00
1 138,00;CA-2014-133704;08/03/2017 00:00;14/03/2017 00:00;Standard Class;MA-17995;OFF-AP-10001366;43,92;4,00;,00;11,86;405,00;484,00
1 140,00;CA-2014-166744;08/03/2017 00:00;12/03/2017 00:00;Standard Class;DN-13690;FUR-FU-10004952;164,22;3,00;,00;50,91;315,00;228,00
1 142,00;CA-2014-166744;08/03/2017 00:00;12/03/2017 00:00;Standard Class;DN-13690;TEC-AC-10003628;59,98;2,00;,00;26,39;1 567,00;228,00
1 144,00;CA-2014-120411;08/03/2017 00:00;11/03/2017 00:00;First Class;SB-20185;TEC-PH-10002185;11,12;2,00;20,00;3,48;1 759,00;666,00
1 146,00;CA-2014-125997;08/03/2017 00:00;11/03/2017 00:00;First Class;MW-18220;TEC-PH-10003484;629,95;5,00;,00;157,49;1 810,00;547,00
1 148,00;CA-2014-125997;08/03/2017 00:00;11/03/2017 00:00;First Class;MW-18220;FUR-BO-10002213;801,57;2,00;20,00;-10,02;19,00;547,00
1 150,00;CA-2014-125997;08/03/2017 00:00;11/03/2017 00:00;First Class;MW-18220;OFF-AP-10003842;30,98;1,00;,00;8,05;453,00;547,00
1 152,00;US-2014-135972;09/03/2017 00:00;11/03/2017 00:00;Second Class;JG-15115;TEC-PH-10003012;246,38;2,00;20,00;27,72;1 797,00;365,00
1 154,00;CA-2014-125514;09/03/2017 00:00;10/03/2017 00:00;First Class;BM-11650;OFF-AP-10000358;25,96;2,00;,00;7,53;386,00;93,00
1 156,00;CA-2014-125514;09/03/2017 00:00;10/03/2017 00:00;First Class;BM-11650;OFF-PA-10000029;6,48;1,00;,00;3,11;1 016,00;93,00
1 158,00;CA-2014-153969;09/03/2017 00:00;13/03/2017 00:00;Standard Class;HF-14995;OFF-EN-10004483;78,35;5,00;,00;36,82;897,00;321,00
1 160,00;CA-2014-153969;09/03/2017 00:00;13/03/2017 00:00;Standard Class;HF-14995;OFF-PA-10000327;38,52;9,00;,00;17,33;1 042,00;321,00
1 162,00;CA-2014-153969;09/03/2017 00:00;13/03/2017 00:00;Standard Class;HF-14995;OFF-PA-10002246;19,35;3,00;,00;9,48;1 161,00;321,00
1 164,00;CA-2014-168823;09/03/2017 00:00;12/03/2017 00:00;First Class;MA-17560;OFF-LA-10004425;20,81;9,00;20,00;7,02;1 006,00;483,00
1 166,00;CA-2014-117478;09/03/2017 00:00;12/03/2017 00:00;First Class;LH-16750;OFF-BI-10000050;6,57;3,00;70,00;-5,04;639,00;461,00
1 168,00;CA-2014-127488;10/03/2017 00:00;12/03/2017 00:00;Second Class;MS-17365;OFF-LA-10001613;4,61;2,00;20,00;1,67;967,00;537,00
1 170,00;CA-2014-158225;10/03/2017 00:00;16/03/2017 00:00;Standard Class;SE-20110;OFF-ST-10000675;169,45;5,00;,00;42,36;1 313,00;684,00
1 172,00;CA-2014-156160;10/03/2017 00:00;17/03/2017 00:00;Standard Class;AS-10090;FUR-FU-10001876;97,44;3,00;,00;35,08;200,00;53,00
1 174,00;CA-2014-156160;10/03/2017 00:00;17/03/2017 00:00;Standard Class;AS-10090;OFF-AR-10003876;13,04;4,00;,00;5,74;603,00;53,00
1 176,00;US-2014-134733;11/03/2017 00:00;16/03/2017 00:00;Standard Class;BM-11650;FUR-BO-10002916;436,00;3,00;15,00;20,52;26,00;93,00
1 178,00;CA-2014-163559;11/03/2017 00:00;16/03/2017 00:00;Second Class;ST-20530;OFF-BI-10002026;139,44;3,00;20,00;47,06;722,00;719,00
1 180,00;CA-2014-116904;11/03/2017 00:00;16/03/2017 00:00;Standard Class;SC-20095;OFF-ST-10000736;404,90;5,00;,00;16,20;1 316,00;670,00
1 182,00;CA-2014-116904;11/03/2017 00:00;16/03/2017 00:00;Standard Class;SC-20095;OFF-BI-10000301;12,94;2,00;,00;6,47;650,00;670,00
1 184,00;CA-2014-148369;11/03/2017 00:00;15/03/2017 00:00;Standard Class;TH-21115;OFF-BI-10004876;11,12;4,00;,00;5,45;842,00;751,00
1 186,00;CA-2014-163650;11/03/2017 00:00;13/03/2017 00:00;First Class;TT-21220;OFF-AR-10002375;9,84;3,00;,00;2,85;552,00;771,00
1 188,00;CA-2014-123344;12/03/2017 00:00;17/03/2017 00:00;Standard Class;JD-16060;OFF-ST-10001713;211,96;4,00;,00;8,48;1 353,00;352,00
1 190,00;US-2014-112914;13/03/2017 00:00;18/03/2017 00:00;Standard Class;MT-18070;FUR-BO-10003272;300,53;2,00;32,00;-97,23;29,00;544,00
1 192,00;US-2014-112914;13/03/2017 00:00;18/03/2017 00:00;Standard Class;MT-18070;OFF-EN-10001509;3,26;2,00;20,00;1,10;861,00;544,00
1 194,00;US-2014-151925;14/03/2017 00:00;19/03/2017 00:00;Second Class;KT-16465;FUR-CH-10002961;145,57;2,00;20,00;,00;99,00;444,00
1 196,00;CA-2014-164385;14/03/2017 00:00;19/03/2017 00:00;Second Class;NB-18580;OFF-AP-10002191;143,95;3,00;20,00;14,40;418,00;553,00
1 198,00;CA-2014-132451;14/03/2017 00:00;15/03/2017 00:00;First Class;KF-16285;FUR-CH-10000454;585,55;3,00;20,00;73,19;56,00;428,00
1 200,00;CA-2014-144974;14/03/2017 00:00;18/03/2017 00:00;Standard Class;CM-12715;OFF-BI-10003274;5,97;5,00;70,00;-4,58;767,00;164,00
1 202,00;CA-2014-144974;14/03/2017 00:00;18/03/2017 00:00;Standard Class;CM-12715;OFF-AP-10001492;41,38;6,00;20,00;3,10;409,00;164,00
1 204,00;CA-2014-115133;14/03/2017 00:00;18/03/2017 00:00;Standard Class;DA-13450;TEC-AC-10002370;3,15;2,00;20,00;,47;1 529,00;188,00
1 206,00;CA-2014-115049;14/03/2017 00:00;19/03/2017 00:00;Standard Class;MM-17920;TEC-AC-10004859;153,82;11,00;20,00;38,46;1 597,00;526,00
1 208,00;US-2014-133130;15/03/2017 00:00;19/03/2017 00:00;Standard Class;TH-21100;FUR-CH-10002602;603,92;5,00;20,00;45,29;93,00;750,00
1 210,00;CA-2014-107153;16/03/2017 00:00;21/03/2017 00:00;Standard Class;GZ-14545;OFF-ST-10001321;46,26;3,00;,00;12,49;1 335,00;316,00
1 212,00;CA-2014-125136;16/03/2017 00:00;21/03/2017 00:00;Standard Class;KD-16495;OFF-PA-10001804;10,69;2,00;20,00;3,74;1 130,00;425,00
1 214,00;CA-2014-146969;17/03/2017 00:00;21/03/2017 00:00;Standard Class;AP-10915;FUR-FU-10004188;204,60;2,00;,00;53,20;294,00;45,00
1 216,00;CA-2014-146969;17/03/2017 00:00;21/03/2017 00:00;Standard Class;AP-10915;OFF-PA-10002105;6,48;1,00;,00;3,11;1 152,00;45,00
1 218,00;CA-2014-146969;17/03/2017 00:00;21/03/2017 00:00;Standard Class;AP-10915;OFF-ST-10004340;62,18;1,00;,00;16,79;1 412,00;45,00
1 220,00;CA-2014-122931;17/03/2017 00:00;21/03/2017 00:00;Standard Class;SM-20950;FUR-TA-10004175;409,27;2,00;40,00;-81,85;366,00;703,00
1 222,00;CA-2014-122931;17/03/2017 00:00;21/03/2017 00:00;Standard Class;SM-20950;OFF-PA-10000533;20,93;4,00;20,00;6,80;1 056,00;703,00
1 224,00;CA-2014-122931;17/03/2017 00:00;21/03/2017 00:00;Standard Class;SM-20950;FUR-TA-10004147;67,18;1,00;40,00;-20,15;363,00;703,00
1 226,00;CA-2014-126683;17/03/2017 00:00;19/03/2017 00:00;Second Class;PP-18955;FUR-TA-10002958;2 348,82;9,00;,00;399,30;351,00;607,00
1 228,00;CA-2014-124856;17/03/2017 00:00;21/03/2017 00:00;Second Class;LD-17005;FUR-FU-10000521;117,36;4,00;,00;36,38;157,00;458,00
1 230,00;CA-2014-124856;17/03/2017 00:00;21/03/2017 00:00;Second Class;LD-17005;OFF-PA-10001289;77,52;2,00;,00;37,98;1 096,00;458,00
1 232,00;CA-2014-111962;17/03/2017 00:00;22/03/2017 00:00;Standard Class;EB-14170;OFF-ST-10000046;807,75;5,00;,00;153,47;1 292,00;254,00
1 234,00;US-2014-167633;18/03/2017 00:00;23/03/2017 00:00;Standard Class;BW-11200;OFF-PA-10004888;15,55;3,00;20,00;5,44;1 282,00;120,00
1 236,00;CA-2014-137351;18/03/2017 00:00;22/03/2017 00:00;Standard Class;DB-13615;OFF-BI-10003910;43,18;7,00;20,00;13,49;795,00;198,00
1 238,00;CA-2014-141649;18/03/2017 00:00;18/03/2017 00:00;Same Day;DM-12955;OFF-AP-10003217;795,41;6,00;20,00;59,66;445,00;224,00
1 240,00;CA-2014-108189;20/03/2017 00:00;23/03/2017 00:00;First Class;ES-14080;OFF-PA-10001838;9,41;2,00;20,00;3,41;1 134,00;279,00
1 242,00;CA-2014-108189;20/03/2017 00:00;23/03/2017 00:00;First Class;ES-14080;TEC-PH-10001760;318,40;2,00;20,00;107,46;1 740,00;279,00
1 244,00;CA-2014-108189;20/03/2017 00:00;23/03/2017 00:00;First Class;ES-14080;OFF-SU-10003567;15,36;2,00;20,00;-3,26;1 446,00;279,00
1 246,00;CA-2014-108189;20/03/2017 00:00;23/03/2017 00:00;First Class;ES-14080;TEC-AC-10003038;7,16;1,00;20,00;-,09;1 549,00;279,00
1 248,00;CA-2014-157882;21/03/2017 00:00;26/03/2017 00:00;Second Class;AR-10405;FUR-TA-10001866;143,43;1,00;20,00;3,59;336,00;47,00
1 250,00;US-2014-155817;21/03/2017 00:00;27/03/2017 00:00;Standard Class;SL-20155;OFF-ST-10000532;61,57;2,00;20,00;4,62;1 304,00;699,00
1 252,00;CA-2014-108903;21/03/2017 00:00;21/03/2017 00:00;Same Day;DO-13435;OFF-AR-10004010;55,98;2,00;20,00;4,20;608,00;229,00
1 254,00;CA-2014-108903;21/03/2017 00:00;21/03/2017 00:00;Same Day;DO-13435;TEC-AC-10003023;142,49;3,00;20,00;-3,56;1 546,00;229,00
1 256,00;CA-2014-120775;21/03/2017 00:00;25/03/2017 00:00;Standard Class;RD-19930;FUR-FU-10000758;31,78;3,00;60,00;-19,07;167,00;637,00
1 258,00;CA-2014-120775;21/03/2017 00:00;25/03/2017 00:00;Standard Class;RD-19930;OFF-BI-10002609;1,79;3,00;80,00;-3,04;744,00;637,00
1 260,00;CA-2014-153479;22/03/2017 00:00;26/03/2017 00:00;Standard Class;DF-13135;OFF-LA-10004689;14,45;5,00;,00;6,79;1 012,00;204,00
1 262,00;CA-2014-102085;22/03/2017 00:00;27/03/2017 00:00;Standard Class;JD-16015;OFF-LA-10002475;29,24;4,00;,00;13,74;980,00;351,00
1 264,00;CA-2014-152422;23/03/2017 00:00;28/03/2017 00:00;Second Class;BD-11635;OFF-AP-10002892;91,92;5,00;20,00;11,49;438,00;73,00
1 266,00;CA-2014-134677;24/03/2017 00:00;28/03/2017 00:00;Standard Class;XP-21865;TEC-AC-10001445;9,09;3,00;,00;1,91;1 497,00;789,00
1 268,00;CA-2014-110611;24/03/2017 00:00;31/03/2017 00:00;Standard Class;JD-16015;OFF-ST-10000642;83,92;5,00;20,00;-13,64;1 311,00;351,00
1 270,00;CA-2014-117429;25/03/2017 00:00;31/03/2017 00:00;Standard Class;MR-17545;FUR-FU-10000222;129,92;5,00;20,00;21,11;146,00;536,00
1 272,00;CA-2014-142951;26/03/2017 00:00;26/03/2017 00:00;Same Day;JG-15115;TEC-AC-10002331;23,47;3,00;20,00;4,99;1 526,00;365,00
1 274,00;CA-2014-137911;27/03/2017 00:00;02/04/2017 00:00;Standard Class;BP-11095;OFF-PA-10004071;88,77;2,00;20,00;31,07;1 249,00;100,00
1 276,00;CA-2014-138240;27/03/2017 00:00;01/04/2017 00:00;Standard Class;SJ-20500;TEC-PH-10002583;15,99;1,00;20,00;-3,00;1 779,00;697,00
1 278,00;CA-2014-140403;28/03/2017 00:00;28/03/2017 00:00;Same Day;TN-21040;OFF-EN-10001219;15,28;2,00;,00;7,49;856,00;756,00
1 280,00;CA-2014-103492;28/03/2017 00:00;02/04/2017 00:00;Standard Class;CM-12715;TEC-PH-10001128;719,95;6,00;20,00;72,00;1 714,00;164,00
1 282,00;CA-2014-103492;28/03/2017 00:00;02/04/2017 00:00;Standard Class;CM-12715;OFF-BI-10004817;11,98;5,00;80,00;-19,17;839,00;164,00
1 284,00;US-2014-105137;28/03/2017 00:00;28/03/2017 00:00;Same Day;RB-19435;TEC-MA-10002694;101,99;2,00;70,00;-71,40;1 645,00;623,00
1 286,00;US-2014-134054;28/03/2017 00:00;28/03/2017 00:00;Same Day;FC-14335;OFF-AR-10000937;255,85;7,00;,00;112,57;500,00;282,00
1 288,00;US-2014-126571;29/03/2017 00:00;02/04/2017 00:00;Standard Class;JF-15565;OFF-EN-10002230;201,43;3,00;20,00;67,98;867,00;364,00
1 290,00;CA-2014-116834;29/03/2017 00:00;03/04/2017 00:00;Standard Class;Dp-13240;TEC-AC-10002942;345,00;5,00;,00;58,65;1 545,00;234,00
1 292,00;CA-2014-157924;29/03/2017 00:00;31/03/2017 00:00;First Class;HA-14920;FUR-CH-10000229;433,57;2,00;20,00;-65,04;53,00;318,00
1 294,00;CA-2014-114314;29/03/2017 00:00;02/04/2017 00:00;Standard Class;DB-13555;FUR-FU-10002107;8,92;4,00;,00;3,92;212,00;197,00
1 296,00;CA-2014-139451;30/03/2017 00:00;03/04/2017 00:00;Standard Class;DN-13690;OFF-AR-10002053;14,90;5,00;,00;4,17;543,00;228,00
1 298,00;US-2014-154655;30/03/2017 00:00;04/04/2017 00:00;Standard Class;BP-11050;OFF-SU-10000898;22,24;2,00;20,00;2,50;1 426,00;99,00
1 300,00;CA-2014-151995;31/03/2017 00:00;02/04/2017 00:00;First Class;ZC-21910;FUR-TA-10002903;1 298,55;5,00;,00;311,65;350,00;792,00
1 302,00;CA-2014-151995;31/03/2017 00:00;02/04/2017 00:00;First Class;ZC-21910;TEC-AC-10001101;25,78;2,00;,00;2,58;1 487,00;792,00
1 304,00;CA-2014-164742;31/03/2017 00:00;05/04/2017 00:00;Second Class;ML-17395;OFF-BI-10004738;18,94;1,00;,00;9,47;837,00;520,00
1 306,00;CA-2014-132010;31/03/2017 00:00;02/04/2017 00:00;First Class;MA-17995;OFF-EN-10003160;36,40;5,00;,00;17,47;883,00;484,00
1 308,00;CA-2014-132010;31/03/2017 00:00;02/04/2017 00:00;First Class;MA-17995;OFF-ST-10003641;315,20;4,00;,00;6,30;1 398,00;484,00
1 310,00;US-2014-146353;01/04/2017 00:00;03/04/2017 00:00;Second Class;JE-15610;OFF-BI-10003476;22,92;4,00;,00;11,00;776,00;355,00
1 312,00;CA-2014-163748;01/04/2017 00:00;05/04/2017 00:00;Standard Class;HG-15025;OFF-AP-10004052;3,16;4,00;80,00;-8,53;460,00;324,00
1 314,00;US-2014-151015;01/04/2017 00:00;07/04/2017 00:00;Standard Class;BD-11500;OFF-PA-10002581;322,19;13,00;20,00;100,69;1 176,00;69,00
1 316,00;US-2014-151015;01/04/2017 00:00;07/04/2017 00:00;Standard Class;BD-11500;OFF-PA-10001184;19,14;4,00;20,00;6,94;1 088,00;69,00
1 318,00;CA-2014-151330;01/04/2017 00:00;04/04/2017 00:00;First Class;TC-21295;OFF-ST-10000615;79,45;7,00;,00;22,25;1 308,00;744,00
1 320,00;CA-2014-143182;02/04/2017 00:00;07/04/2017 00:00;Standard Class;DL-12865;FUR-FU-10004270;15,38;1,00;20,00;4,04;296,00;218,00
1 322,00;US-2014-122021;02/04/2017 00:00;04/04/2017 00:00;First Class;AC-10660;OFF-PA-10002230;7,97;2,00;20,00;2,89;1 159,00;15,00
1 324,00;US-2014-109456;03/04/2017 00:00;04/04/2017 00:00;Same Day;LS-17245;TEC-AC-10003610;179,97;3,00;,00;86,39;1 565,00;476,00
1 326,00;CA-2014-124394;04/04/2017 00:00;09/04/2017 00:00;Second Class;TB-21520;TEC-AC-10001314;119,98;3,00;20,00;-18,00;1 494,00;739,00
1 328,00;CA-2014-110408;05/04/2017 00:00;07/04/2017 00:00;Second Class;AS-10225;OFF-ST-10001522;275,97;3,00;,00;11,04;1 347,00;55,00
1 330,00;CA-2014-110408;05/04/2017 00:00;07/04/2017 00:00;Second Class;AS-10225;FUR-CH-10003774;545,88;6,00;,00;70,96;111,00;55,00
1 332,00;CA-2014-138450;05/04/2017 00:00;09/04/2017 00:00;Standard Class;EH-13765;OFF-ST-10003479;186,91;6,00;20,00;-35,05;1 395,00;258,00
1 334,00;CA-2014-115084;05/04/2017 00:00;09/04/2017 00:00;Standard Class;LS-17200;FUR-CH-10004626;605,34;6,00;,00;145,28;127,00;474,00
1 336,00;CA-2014-143168;05/04/2017 00:00;10/04/2017 00:00;Second Class;IG-15085;OFF-BI-10003784;1,34;1,00;20,00;,47;793,00;336,00
1 338,00;CA-2014-155264;06/04/2017 00:00;09/04/2017 00:00;Second Class;RP-19270;OFF-BI-10003196;2,99;1,00;20,00;1,12;766,00;653,00
1 340,00;CA-2014-155264;06/04/2017 00:00;09/04/2017 00:00;Second Class;RP-19270;OFF-PA-10003228;146,73;3,00;,00;68,96;1 210,00;653,00
1 342,00;CA-2014-155264;06/04/2017 00:00;09/04/2017 00:00;Second Class;RP-19270;TEC-PH-10001305;117,58;3,00;20,00;11,76;1 719,00;653,00
1 344,00;CA-2014-146703;07/04/2017 00:00;12/04/2017 00:00;Second Class;PO-18865;OFF-ST-10001713;211,96;4,00;,00;8,48;1 353,00;604,00
